"fecha_de_registro","referencia_de_la_oferta","identificador_de_la_oferta","valor_de_la_oferta","entidad_compradora","nit_entidad_compradora","moneda","descripcion_del_procedimiento","referencia_del_proceso","id_del_proceso_de_compra","modalidad","invitacion_directa","nombre_proveedor","nit_del_proveedor","codigo_entidad","codigo_proveedor"
"2018-11-19T00:00:00.000","OFERTA MADIBI PROCESO PN ESPOL MIC 021 2018","CO1.RPL.766952","7991088","ESPOL","800226849","COP","LAVADO Y MANTENIMIENTO SILLAS DEL AUDITORIO BRIGADIER GENERAL SAULO GIL RAMÍREZ SENDOYA DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 021 2018","CO1.BDOS.599877","Mínima cuantía","No","MADIBI SAS","900619389","701695355","702745688"
"2022-07-21T00:00:00.000","rionegro","CO1.RPL.2874404","266631779","MUNICIPIO DE RIONEGRO","890907317","COP","INTERVENTORÍA TÉCNICA LEGAL ADMINISTRATIVA Y FINANCIERA DEL CONTRATO QUE SE DERIVE DE LA LICITACIÓN PÚBLICA CUYO OBJETO ES OPTIMIZACIÓN Y REPOSICIÓN DE LA RED DE ALCANTARILLADO Y OPTIMIZACIÓN Y AMPLIACIÓN DEL SISTEMA DE TRATAMIENTO DE LAS AGUAS RESIDUALES DOMÉSTICAS DEL CENTRO POBLADO GALICIA PARTE ALTA SECTOR POBLADO DEL MUNICIPIO DE RIONEGROANTIOQUIA","CM 004 2022 Presentación de oferta","CO1.BDOS.2983391","CCE-20-Concurso_Meritos_Sin_Lista_Corta_1Sobre","No","CPPV Consorcio Interventores","No Definido","702209016","717585103"
"2018-05-23T00:00:00.000","JOSE SADY SUAVITA ROJAS PN ESPOL MIC 007 2018","CO1.RPL.545802","29200000","ESPOL","800226849","COP","ADQUISICIÓN DE MOBILIARIO Y ENSERES","PN ESPOL MIC 007 2018","CO1.BDOS.408408","Mínima cuantía","No","José Sady Suavita Rojas","19303649","701695355","700732043"
"2018-03-06T00:00:00.000","MC 011 DE 2018","CO1.RPL.456505","75196786","CARCEL Y PENITENCIARIA CON ALTA Y MEDIA SEGURIDAD DE LA DORADA CALDAS  INPEC","810006053","COP","ADQUISICION DE PRODUCTOS ALIMENTICIOS PONQUE Y TOSTADAS CON DESTINO AL PROYECTO PRODUCTIVO EXPENDIO DEL ESTABLECIMIENTO PENITENCIARIO DE ALTA Y MEDIANA SEGURIDAD DE LA DORADA CALDAS","MC 011 DE 2018","CO1.BDOS.366040","Mínima cuantía","No","COMAPAN SA","860000258","702730698","701559635"
"2023-05-04T00:00:00.000","ADMINISTRACIÓN DELEGADA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE PLACAS DEPORTIVAS DELA PRADERA EL JARDIN EL MILAGRO Y LA PLACA PRINCIPAL","CO1.RPL.3375556","595000000","INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE CAREPA","811005365","COP","ADMINISTRACIÓN DELEGADA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO DENOMINADO MEJORAMIENTO Y MANTENIMIENTO DE PLACAS DEPORTIVAS DE LA PRADERA EL JARDIN EL MILAGRO Y LA PLACA PRINCIPAL","CI0022023","CO1.BDOS.4359519","Contratación Directa (con ofertas)","Si","EMPRESA PARA EL DESARROLLO URBANO RURAL Y HABITAT DEL MUNICIPIO DE CHIGORODÓ EDURHAC","901671178","709204234","720542448"
"2020-03-03T00:00:00.000","PN ESPOL MIC 002 2020","CO1.RPL.1391110","2046800","ESPOL","800226849","COP","ADQUISICIÓN DE TERMOHIGROMETRO Y DESHUMIDIFICADOR","PN ESPOL MIC 002 2020","CO1.BDOS.1133472","Mínima cuantía","No","PROINCOL JK SAS","900990752","701695355","702036039"
"2022-04-25T00:00:00.000","PN ESPOL MIC 006 2022 RICARDO SAAVEDRA SIERRA","CO1.RPL.2710639","63213040","ESPOL","800226849","COP","ACTIVIDADES PARA EL MEJORAMIENTO DE LAS CONDICIONES PSICOSOCIALES DEL PERSONAL UNIFORMADO Y NO UNIFORMADO ADSCRITOS A LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO Y A SUS FAMILIAS","PN ESPOL MIC 006 2022","CO1.BDOS.2900119","Mínima cuantía","No","RICARDO SAAVEDRA SIERRA","80219384","701695355","700788128"
"2021-11-12T00:00:00.000","CAPITALCCTV","CO1.RPL.2440879","10555141","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE UN CCTV PARA UNAS DEPENDENCIAS DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 019 2021","CO1.BDOS.2362094","Mínima cuantía","No","CAPITAL NETWORKS SAS","830086643","701695355","700583149"
"2020-10-20T00:00:00.000","FENIX MEDIA GROUP0172020","CO1.RPL.1762113","20692000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","FENIX MEDIA GROUP SAS","830081460","701695355","700323017"
"2021-07-21T00:00:00.000","SEGURIDAD PERCOL LTDA OFERTA PN ESPOL MIC 009 2021","CO1.RPL.2214854","10000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TALANQUERAS VEHICULARES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC  009 2021","CO1.BDOS.2098180","Mínima cuantía","No","SEGURIDAD PERCOL SAS","9002305976","701695355","700789068"
"2021-09-24T00:00:00.000","SILVICULTURA EPP","CO1.RPL.2341446","48901610","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO TRATAMIENTO DE SILVICULTURA EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 012 2021","CO1.BDOS.2247411","Mínima cuantía","No","BOSQUE Y CIUDAD SAS","900740295","701695355","707201166"
"2018-05-23T00:00:00.000","OFIEXPORTSASESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","CO1.RPL.543873","42760000","ESPOL","800226849","COP","ADQUISICIÓN DE MOBILIARIO Y ENSERES","PN ESPOL MIC 007 2018","CO1.BDOS.408408","Mínima cuantía","No","OFIEXPORT SAS","802023673","701695355","702541400"
"2022-11-02T00:00:00.000","OFERTA PN ESPOL SA MC 003 2022","CO1.RPL.3052530","161702225","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS COMPONENTES QUE CONFORMAN LA RED LAN Y ADQUISICIÓN CONFIGURACIÓN Y PUESTA EN FUNCIONAMIENTO DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA MC 003 2022 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.3373876","Selección Abreviada de Menor Cuantía","Si","ARG SOLUCIONES SAS","900494721","701695355","707651006"
"2022-06-02T00:00:00.000","GESCOM  PN ESPOL MIC 008 2022","CO1.RPL.2783006","15522540","ESPOL","800226849","COP","ADQUISICIÓN REPUESTOS PARA RADIOS PORTÁTILES","PN ESPOL MIC 008 2022","CO1.BDOS.2952611","Mínima cuantía","No","GESCOM SAS","830145023","701695355","700960172"
"2017-10-09T00:00:00.000","PROCESO DE MINIMA CUANTIA N 081 DE 2017","CO1.RPL.329872","34700266","COMPLEJO CARCELARIO Y PENITENCIARIO DE IBAGUE PICALEÑA","800119348","COP","CONTRATAR LA ADQUISICION DE PRODUCTOS ALIMENTICIOS  PONQUES PARA LA VENTA EN LOS PUNTOS DE EXPENDIO A LA POBLACION PRIVADA DE LA LIBERTAD DEL COMPLEJO CARCELARIO Y PENITENCIARIO DE IBAGUE COIBA","MC6390812017","CO1.BDOS.225309","Mínima cuantía","No","COMAPAN SA","860000258","701590200","701559635"
"2018-04-25T00:00:00.000","Oferta Servivalle NoMC 022 DE 2018","CO1.RPL.516414","4142922","EPMSCCALI","805007945","COP","No Definido","MC 022 DE 2018","CO1.BDOS.406008","Mínima cuantía","No","DISTRIBUIDORA SERVIVALLE SAS","800109274","701747461","701585366"
"2021-12-16T00:00:00.000","CYMETRIA GROUP SAS  PN SPOL MIC 028 2021","CO1.RPL.2508743","11054829","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 028 2021","CO1.BDOS.2445700","Mínima cuantía","No","CYMETRIA GROUP SAS","900093735","701695355","700427016"
"2018-08-24T00:00:00.000","JFAC ESPOL","CO1.RPL.658630","160844155","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE VIVIENDAS FISCALES","PN ESPOL SA MC 002  2018 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.486263","Selección Abreviada de Menor Cuantía","Si","JOSE FERNANDO ANGULO CORTES","79418636","701695355","700865033"
"2021-07-22T00:00:00.000","CAPITALTALANQUERAS","CO1.RPL.2214764","10000000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TALANQUERAS VEHICULARES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC  009 2021","CO1.BDOS.2098180","Mínima cuantía","No","CAPITAL NETWORKS SAS","830086643","701695355","700583149"
"2022-02-28T00:00:00.000","CAPITALLPR2022","CO1.RPL.2606624","99995701","ESPOL","800226849","COP","MANTENIMIENTO Y ACTUALIZACIÓN DEL SISTEMA DE CONTROL DE ACCESO VEHICULAR","PN ESPOL SIP 004 2022","CO1.BDOS.2842519","Solicitud de información a los Proveedores","No","CAPITAL NETWORKS SAS","830086643","701695355","700583149"
"2023-04-24T00:00:00.000","ISAIAS ESPOL","CO1.RPL.3356511","40000000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO TRATAMIENTO DE SILVICULTURA EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 006 2023","CO1.BDOS.4308702","Mínima cuantía","No","Isaias Godoy","17627407","701695355","702867284"
"2023-03-17T00:00:00.000","SISISASI0012023Subasta001","CO1.RPL.3286229","8299920999","MUNICIPIO DE BUCARAMANGA","890201222","COP","SUMINISTRO DE LUMINARIAS DE TECNOLOGIA LED PARA EL MANTENIMIENTO DEL ALUMBRADO PÙBLICO DE BUCARAMANGA 2023","SISISASI0012023 Presentación de oferta","CO1.BDOS.3812295","Selección abreviada subasta inversa","No","CONSORCIO DISILUX 2023","No Definido","704654201","721027019"
"2021-08-11T00:00:00.000","ayuda humanitaria duitama","CO1.RPL.2258571","11593584","MUNICIPIO DE DUITAMA","891855138","COP","SUMINISTRO KITS DE AYUDAHUMANITARIA INMEDIATA VIGENCIA 2021 PARA POBLACIÓN VÍCTIMA DEL CONFLICTOARMADO QUE LLEGUE AL MUNICIPIO DE DUITAMA","CMI0352021","CO1.BDOS.2158526","Mínima cuantía","No","REMA SOLUCIONES","900939316","705030252","708954359"
"2023-03-01T00:00:00.000","COTIZACION PROCESO PN ESPOL SIP 011 2023","CO1.RPL.3253641","105000000","ESPOL","800226849","COP","SOLICITUD COTIZACIÓN  PRESTACIÓN DE SERVICIOS DE UN OPERADOR LOGÍSTICO CON EL FIN DE DESARROLLAR LAS ACTIVIDADES DE TIPO ACADÉMICO ADMINISTRATIVO Y ESTRATÉGICO QUE REQUIERE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 011 2023","CO1.BDOS.4062712","Solicitud de información a los Proveedores","No","TD SAS","901251023","701695355","721000321"
"2023-05-05T00:00:00.000","OFERTA MC3972023","CO1.RPL.3377980","206500000","MUNICIPIO LA DORADA","890801130","COP","AUNAR ESFUERZOS TECNICOS JURIDICOS Y ADMINISTRATIVOS PARA REALIZACION DE MEJORAMIENTOS DEVIVIENDA EN EL MUNICIPIO DE LA DORADA EN EL MARCO DE LA POLITICA PUBLICA DE VIVIENDA","MC3972023","CO1.BDOS.4371395","Contratación Directa (con ofertas)","Si","EMPRESA DE RENOVACION URBANA DE LA DORADA Y EL MAGDALENA CENTRO","810004704","703036004","713848463"
"2022-12-27T00:00:00.000","PROVEDORES DEL SUR SUMINSITRO PAPELERIA","CO1.RPL.3169339","4689900","CONTRALORÍA MUNICIPAL DE PASTO","800156682","COP","No Definido","MC0082022","CO1.BDOS.3666008","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","700572043","704187228"
"2020-10-19T00:00:00.000","SEI PN ESPOL MIC 017 2020","CO1.RPL.1760111","23204000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO DE IMPRESIÓN DE LIBROS TRABAJOS TIPOGRÁFICOS Y MATERIAL POP","PN ESPOL MIC 017 2020","CO1.BDOS.1505386","Mínima cuantía","No","SEI EXPRESS SAS","900978529","701695355","704972959"
"2020-01-28T00:00:00.000","Posgrados","CO1.RPL.1343708","13465000","ESPOL","800226849","COP","ADQUISICIÓN DE SEGUROS OBLIGATORIOS SOAT","PN ESPOL MIC 001 2020","CO1.BDOS.1061964","Mínima cuantía","No","Natalia Escobar Restrepo","35196752","701695355","708443056"
"2019-11-19T00:00:00.000","PN ESPOL SA 003 2019 CCSubasta002","CO1.RPL.1267587","989574070","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS BLOQUE DE AULAS CENTRO DE CONVENCIONES  COMPLEJO ESPOL","PN ESPOL SA 003 2019 Presentación de oferta","CO1.BDOS.960545","Selección abreviada subasta inversa","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2019-08-16T00:00:00.000","OFERTA PRESENTADA CONTRONET","CO1.RPL.1125998","289837500","ESPOL","800226849","COP","MANTENIMIENTO REDES ELÉCTRICAS FASE II INCLUYE ACOMETIDAS ELÉCTRICAS TABLEROS DE DISTRIBUCIÓN Y ALUMBRADO PÚBLICO A PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE","PN ESPOL SA MC 001  2019 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.889421","Selección Abreviada de Menor Cuantía","Si","CONTRONET LTDA","800230639","701695355","702504119"
"2022-04-20T00:00:00.000","APOYO AL MEJORAMIENTO PSICOSOCIAL","CO1.RPL.2695693","67700000","ESPOL","800226849","COP","ACTIVIDADES PARA EL MEJORAMIENTO DE LAS CONDICIONES PSICOSOCIALES DEL PERSONAL UNIFORMADO Y NO UNIFORMADO ADSCRITOS A LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO Y A SUS FAMILIAS","PN ESPOL MIC 006 2022","CO1.BDOS.2900119","Mínima cuantía","No","TUSALUD LABORAL IPS SAS","901446976","701695355","717475479"
"2022-11-04T00:00:00.000","PN ESPOL MIC 010 2022","CO1.RPL.3071953","49941700","ESPOL","800226849","COP","REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS EQUIPOS QUE COMPONEN EL SISTEMA DE CONTROL DE ACCESO PEATONAL INGRESO DE LA AV SUBA Y AV BOYACÁ","PN ESPOL MIC 010 2022","CO1.BDOS.3460038","Mínima cuantía","No","LYN INGENIERIA SAS","901148748","701695355","718153513"
"2021-02-16T00:00:00.000","CACOM5 Mmtto Cuartos fríos y aires acondicionados","CO1.RPL.1935123","26960640","COMANDO AÉREO DE COMBATE No 5","800141633","COP","El mantenimiento preventivo y correctivo a todo costo de los cuartos fríos de conservación nevecones del casino de Oficiales casino de Suboficiales rancho de tropa y cerro militar y los aires acondicionados del CACOM5","01000HCACOM5GRUAL2021","CO1.BDOS.1760629","Mínima cuantía","No","SOLOGEM SAS","900819349","702000068","702824376"
"2023-05-04T00:00:00.000","AEROCIVIL NORORIENTE FUMI","CO1.RPL.3372550","70000000","AEROCIVIL","899999059","COP","REALIZAR LAS ACTIVIDADES DE DESINFECCIÓN NECESARIAS PARA MITIGAR Y CONTROLAR EL RIESGO SANITARIO EN LOS AEROPUERTOS ADSCRITOS A LA REGIONAL AERONAUTICA NORORIENTE","23000550 H3","CO1.BDOS.4337838","Mínima cuantía","No","FUMI ESPRAY SAS","900654916","701110272","701824500"
"2022-04-28T00:00:00.000","PN ESPOL MIC 004 2022","CO1.RPL.2717492","79474000","ESPOL","800226849","COP","MANTENIMIENTO Y ACTUALIZACIÓN DEL SISTEMA DE CONTROL DE ACCESO VEHICULAR","PN ESPOL MIC 004 2022","CO1.BDOS.2903682","Mínima cuantía","No","CSE","900846370","701695355","702640343"
"2020-09-29T00:00:00.000","OFERTA WM WIRELESS  MOBILE  IMPRESORA  TERMINAL Y SUMINISTROS","CO1.RPL.1725596","5400000","ESPOL","800226849","COP","ADQUISICIÓN IMPRESORA TÉRMICA DE CÓDIGO DE BARRAS","PN ESPOL MIC 012 2020","CO1.BDOS.1469131","Mínima cuantía","No","WM Wireless  Mobile SAS","800083486","701695355","701279259"
"2018-10-31T00:00:00.000","Star Services Ltda PN ESPOL MIC 017 2018","CO1.RPL.744333","18900000","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS DE PAPELERÍA ÚTILES DE ESCRITORIO Y CONSUMIBLES DE IMPRESIÓN","PN ESPOL MIC 017 2018","CO1.BDOS.579152","Mínima cuantía","No","INSTITUCIONAL STAR SERVICES LTDA","830113914","701695355","700649064"
"2023-05-05T00:00:00.000","MCANTCTM0092023 Corporacion Social Viva La Gente","CO1.RPL.3374543","73575298","SENA REGIONAL ANTIOQUIA Grupo Administrativo Complejo Itagüí","899999034","COP","5920576 Contratar el servicio integral de espacios adecuados fuera del Centro de Formación para la realización de convivencias encuentros o reuniones grupales que les permita a los aprendices del Centro de formación y del Complejo Sur desarrollar habilidades sociales de integración comunicación y participación","MCANTCTM0092023","CO1.BDOS.4343907","Mínima cuantía","No","CORPORACION SOCIAL VIVA LA GENTE","811046956","704161454","706293792"
"2020-12-10T00:00:00.000","OFERTA PUBLIART COLORS  PROCESO  No PN ESPOL MIC 022 2020","CO1.RPL.1856060","5641710","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACION DE SEÑALIZACION VISUAL","PN ESPOL MIC 022 2020","CO1.BDOS.1595761","Mínima cuantía","No","Publiart colors sas","900523022","701695355","707539888"
"2022-04-19T00:00:00.000","MANTENIMIENTO PREVENTIVO Y CORRECTIVO ARCHIVADORES RODANTES","CO1.RPL.2693418","14300000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO ARCHIVADORES RODANTES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 003 2022","CO1.BDOS.2875153","Mínima cuantía","No","promotora de proyectos y servicios jandac sas","901199982","701695355","705084390"
"2018-10-30T00:00:00.000","PROCESO PN ESPOL MIC 016 2018","CO1.RPL.741209","6568664","ESPOL","800226849","COP","ADQUISICIÓN DE  TELONES","PN ESPOL MIC 016 2018","CO1.BDOS.578128","Mínima cuantía","No","Ingelectro SAS","8305077418","701695355","700018120"
"2021-10-25T00:00:00.000","COTIZACION CALIBRACION FILTROS EUROMETRIC","CO1.RPL.2402820","15398600","SECRETARIA DISTRITAL DE AMBIENTE","899999061","COP","PRESTAR SERVICIO DE CALIBRACIÓN DE LOS FILTROS DE DENSIDAD NEUTRA DE LAS UNIDADESDE MEDICIÓN A FUENTES MÓVILES PROPIEDAD DE LA SECRETARÍA DISTRITAL DE AMBIENTE","SDAMC302021","CO1.BDOS.2315401","Mínima cuantía","No","EUROMETRIC","900364830","702016304","707148151"
"2022-03-11T00:00:00.000","OFERTA COMAPAN PROCESO  SAMC COIBA 6390042022","CO1.RPL.2627525","214835000","COMPLEJO CARCELARIO Y PENITENCIARIO DE IBAGUE PICALEÑA","800119348","COP","CONTRATAR EL SUMINISTRO DE PRODUCTOS ALIMENTICIOS Lotes 12345678 y 9 CON DESTINO AL ALMACÉN EXPENDIO NECESARIOS PARA LA COMERCIALIZACIÓN A LA POBLACIÓN PRIVADA DE LA LIBERTAD DEL DIRECTOR COMPLEJO CARCELARIO Y PENITENCIARIO CON ALTA Y MEDIA SEGURIDAD DE IBAGUÉ PICALEÑAINCLUYE PABELLÓN DE RECLUSIÓN ESPECIALCOIBA","SAMC COIBA 6390042022 Presentación de oferta","CO1.BDOS.2840609","Selección abreviada subasta inversa","No","COMAPAN SA","860000258","701590200","701559635"
"2017-10-09T00:00:00.000","mantenimiento sillas auditorio ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","CO1.RPL.329740","43200000","ESPOL","800226849","COP","MANTENIMIENTO SILLAS DEL AUDITORIO BRIGADIER GENERAL SAULO GIL RAMÍREZ DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 008 2017","CO1.BDOS.223532","Mínima cuantía","No","ALL IN SERVICE SAS","900820473","701695355","701089021"
"2020-10-29T00:00:00.000","PN ESPOL MIC 018 2020","CO1.RPL.1779515","8513400","ESPOL","800226849","COP","ADQUISICIÓN DE PUNTOS ECOLÓGICOS","PN ESPOL MIC 018 2020","CO1.BDOS.1519870","Mínima cuantía","No","ABEL EDUARDO MORENO PIRAMANRIQUE","79450947","701695355","704138072"
"2020-04-24T00:00:00.000","COT18520 AMBIENCIQ INGENIEROS","CO1.RPL.1459639","7515088","ESPOL","800226849","COP","CONTRATAR EL SERVICIO DE ANÁLISIS DE AGUAS RESIDUALES EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 003 2020","CO1.BDOS.1213540","Mínima cuantía","No","AMBIENCIQ INGENIEROS SAS","800153696","701695355","702154220"
"2016-04-08T00:00:00.000","PUBBLICA SAS PROCESO MCLP 01 DE 2016","CO1.RPL.44309","1027122277","MINISTERIO DE CULTURA","830034348","COP","Contratar la prestación del servicio de intermediación de una agencia de medios para la publicación y producción de información de carácter institucional avisos de ley convocatorias públicas avisos informativos piezas gráficas y publicitarias y en general circulación de información institucional a nivel nacional internacional y regional prensa revista radio televisión redes sociales y digitales y otros espacios publicitarios de acuerdo con las necesidades de la Entidad","LP 001  16 Presentación de oferta","CO1.BDOS.40601","Licitación pública","No","PUBBLICA","800064773","700637010","700636145"
"2023-05-23T00:00:00.000","CMADEOSGI0092023","CO1.RPL.3414021","2971401739","INSTITUTO NACIONAL DE VIAS","800215807","COP","ADMINISTRACIÓN VIAL DE LAS CARRETERAS NACIONALES A CARGO DE INVÍAS DE LAS DIRECCIÓNES TERRITORIALES CESAR SANTANDER NORTE DE SANTANDER Y OCAÑA LOTES DEL 1 AL 11  GRUPO 3","CMADEOSGI0092023 Presentación de oferta","CO1.BDOS.4324066","CCE-20-Concurso_Meritos_Sin_Lista_Corta_1Sobre","No","PAULO EMILIO BRAVO CONSULTORES SAS","891500627","700676059","702262080"
"2023-05-06T00:00:00.000","LILIANA RODRIGUEZ  OPTICA EXPOVISION MOCOA","CO1.RPL.3379329","2995000","DIRECCION DE SANIDAD DE EJERCITODISPENSARIO MEDICO FLORENCIA","901540902","COP","PRESTACIÓN DE LOS SERVICIOS MÉDICOS Y DE SALUD EN OPTOMETRÍA EN CAQUETA Y EL SUMINISTRO DE ELEMENTOS O PRÓTESIS PARA REHABILITACIÓN O TRATAMIENTO DE LENTES Y MONTURAS PARA LOS USUARIOS Y BENEFICIARIOS DEL SSFFMM CENTRALIZADOS AL ESTABLECIMIENTO DE SANIDAD MILITAR DEL BATALLÓN DE SERVICIOS No 12 EL ESTABLECIMIENTO DE SANIDAD MILITAR DEL BATALLÓN DE SERVICIOS No 27 Y SUS ESTABLECIMIENTOS SATELITES EN LOS DEPARTAMENTOS DE CAQ  PUT","0144 SOLICITUD COTIZACION SERVICIOS MÉDICOS Y DE S","CO1.BDOS.4360024","Solicitud de información a los Proveedores","No","LILIANA MARICEL RODRIGUEZ RENZA","52158828","703081281","703404038"
"2019-10-24T00:00:00.000","VEROCO","CO1.RPL.1216646","214694941","ESPOL","800226849","COP","MANTENIMIENTO INSTALACIONES DEL GIMNASIO DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 004  2019 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.944229","Selección Abreviada de Menor Cuantía","Si","VEROCO INGENIERIA SAS","804001081","701695355","700728017"
"2022-07-08T00:00:00.000","Escenarios Puerto López  Meta","CO1.RPL.2850452","154206515","ALCALDIA MUNICIPIO DE PUERTO LOPEZ  META","892099325","COP","INTERVENTORÍA TÉCNICA ADMINISTRATIVA FINANCIERA Y AMBIENTAL PARA LA CONSTRUCCIÓN Y MEJORAMIENTO DE ESCENARIOS DEPORTIVOS Y CULTURALES EN EL MUNICIPIO DE PUERTO LÓPEZ META","CMA0022022 Presentación de oferta","CO1.BDOS.2979299","CCE-20-Concurso_Meritos_Sin_Lista_Corta_1Sobre","No","CPPV Consorcio Interventores","No Definido","711994194","717585103"
"2023-05-04T00:00:00.000","METROPARQUES  SECRETARIA DE INCLUSION SOCIAL FAMILIA Y DERECHOS HUMANOS","CO1.RPL.3376305","1000000000","DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN","890905211","COP","Contrato Interadministrativo de mandato sin representación para la puesta en marcha de las actividades tendientes a enaltecer la promoción y prevención de la vulneración a los Derechos Humanos","35975","CO1.BDOS.4354841","Contratación Directa (con ofertas)","Si","METROPARQUES","890984630","700221021","700591126"
"2020-02-28T00:00:00.000","PN ESPOL MIC 002 2020","CO1.RPL.1384463","2205700","ESPOL","800226849","COP","ADQUISICIÓN DE TERMOHIGROMETRO Y DESHUMIDIFICADOR","PN ESPOL MIC 002 2020","CO1.BDOS.1133472","Mínima cuantía","No","GLOBAL SENSORS DE COLOMBIA SAS","900397176","701695355","702238569"
